,"Etat","Absence","CESP","Etudiant","Voeu","Rang","Subdivision","Discipline","Désir (non officiel)","Offre","SubDis"
7261,"affecté","","","7157","1","192/199","BORDEAUX","Discipline : MÉDECINE générale","","199","[037011]"
7262,"affecté","","","7158","1","158/158","MONTPELLIER","Discipline : MÉDECINE générale","","158","[035011]"
7263,"affecté","","","7159","1","57/93","TOURS","Discipline : MÉDECINE générale","","93","[033011]"
7264,"affecté","absence","CESP","7160","1","1/6","AMIENS","Discipline : MÉDECINE générale","","6",""
7265,"affecté","","","7161","1","61/85","NICE","Discipline : MÉDECINE générale","","85","[036011]"
7266,"invalidé","","","7162","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7267,"affecté","absence","","7163","1","390/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7268,"affecté","absence","","7164","1","1/3","BREST","Discipline : BIOLOGIE médicale","","3","[029003]"
7269,"affecté","","","7165","1","64/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
7270,"affecté","","","7166","1","4/4","STRASBOURG","Discipline : BIOLOGIE médicale","","4","[020003]"
7272,"affecté","","","7168","1","65/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
7273,"affecté","absence","","7169","1","66/94","BREST","Discipline : MÉDECINE générale","","94","[029011]"
7274,"affecté","","","7170","1","66/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
7275,"affecté","absence","","7171","1","141/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7276,"invalidé","","","7172","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7277,"affecté","","","7173","1","194/240","LILLE","Discipline : MÉDECINE générale","","240","[023011]"
7278,"affecté","absence","","7174","1","195/240","LILLE","Discipline : MÉDECINE générale","","240","[023011]"
7279,"affecté","","","7175","1","110/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
7280,"affecté","","","3841","1","111/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
7281,"invalidé","","","7176","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7282,"affecté","","","7177","1","80/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7283,"affecté","","","7167","1","142/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7284,"affecté","absence","","7178","1","60/79","BESANCON","Discipline : MÉDECINE générale","","79","[016011]"
7285,"affecté","absence","","7179","7","391/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7286,"affecté","","","7180","1","80/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7287,"affecté","","","7181","1","40/40","LILLE","Discipline : PSYCHIATRIE","","40","[023010]"
7288,"affecté","absence","","7182","1","47/100","DIJON","Discipline : MÉDECINE générale","","100","[017011]"
7289,"invalidé","","","7183","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7290,"affecté","","","7184","1","392/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7291,"affecté","","","7185","1","112/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
7292,"affecté","","","7186","1","5/8","TOULOUSE","Discipline : BIOLOGIE médicale","","8","[040003]"
7293,"affecté","","","7187","5","2/4","RENNES","Discipline : BIOLOGIE médicale","","4","[032003]"
7294,"affecté","absence","","7188","1","9/9","SAINT ETIENNE","Discipline : PSYCHIATRIE","","9","[027010]"
7295,"affecté","","","7189","1","57/63","ANTILLES-GUYANE","Discipline : MÉDECINE générale","","63","[041011]"
7296,"ESSA","","","7190","","","","pas de procédure CELINE car Etudiant du Service de Santé des Armées","","",""
7297,"affecté","","","7191","1","29/54","LIMOGES","Discipline : MÉDECINE générale","","54","[039011]"
7298,"affecté","","","7192","1","143/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7299,"affecté","","","7193","1","393/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7300,"affecté","absence","","7194","1","67/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
7301,"affecté","","","7195","1","61/79","BESANCON","Discipline : MÉDECINE générale","","79","[016011]"
7302,"affecté","absence","","7196","2","10/11","GRENOBLE","Discipline : PSYCHIATRIE","","11","[025010]"
7303,"affecté","absence","","7197","1","394/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7304,"affecté","","","7198","1","144/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7305,"affecté","","","7199","1","81/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7306,"affecté","","","7200","1","150/157","TOULOUSE","Discipline : MÉDECINE générale","","157","[040011]"
7307,"affecté","","","7201","1","196/240","LILLE","Discipline : MÉDECINE générale","","240","[023011]"
7308,"affecté","","CESP","7202","2","4/5","MONTPELLIER","Discipline : MÉDECINE générale","","5",""
7309,"affecté","","","7203","1","82/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7310,"affecté","","","7204","1","151/157","TOULOUSE","Discipline : MÉDECINE générale","","157","[040011]"
7311,"affecté","absence","","7205","1","83/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7312,"affecté","absence","","7206","1","47/95","REIMS","Discipline : MÉDECINE générale","","95","[019011]"
7313,"affecté","","","7207","1","11/11","RENNES","Discipline : PSYCHIATRIE","","11","[032010]"
7314,"affecté","absence","","7208","2","62/79","BESANCON","Discipline : MÉDECINE générale","","79","[016011]"
7315,"affecté","absence","","7209","1","197/240","LILLE","Discipline : MÉDECINE générale","","240","[023011]"
7316,"affecté","","","7210","1","23/25","AIX MARSEILLE","Discipline : PSYCHIATRIE","","25","[034010]"
7317,"affecté","","","7211","1","81/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7318,"affecté","","","7212","7","68/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
7319,"ESSA","","","7213","","","","pas de procédure CELINE car Etudiant du Service de Santé des Armées","","",""
7320,"affecté","","","7214","1","198/240","LILLE","Discipline : MÉDECINE générale","","240","[023011]"
7321,"invalidé","","","7215","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7322,"affecté","absence","","7216","1","395/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7323,"affecté","","","7217","1","44/73","AMIENS","Discipline : MÉDECINE générale","","73","[021011]"
7324,"affecté","","","7218","1","86/126","NANCY","Discipline : MÉDECINE générale","","126","[018011]"
7325,"affecté","","","7219","1","58/93","TOURS","Discipline : MÉDECINE générale","","93","[033011]"
7326,"invalidé","","","7220","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7327,"affecté","","","7221","1","22/22","BORDEAUX","Discipline : PSYCHIATRIE","","22","[037010]"
7328,"affecté","","","7222","2","3/5","GRENOBLE","Discipline : MÉDECINE du Travail","","5","[025006]"
7329,"affecté","","","7223","1","45/73","AMIENS","Discipline : MÉDECINE générale","","73","[021011]"
7330,"affecté","","","7224","1","145/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7331,"affecté","","","7225","1","24/25","AIX MARSEILLE","Discipline : PSYCHIATRIE","","25","[034010]"
7332,"affecté","","","7226","1","84/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7333,"affecté","","","7227","2","11/11","GRENOBLE","Discipline : PSYCHIATRIE","","11","[025010]"
7334,"affecté","","","7228","1","11/20","POITIERS","Discipline : PSYCHIATRIE","","20","[031010]"
7335,"affecté","absence","","7229","1","193/199","BORDEAUX","Discipline : MÉDECINE générale","","199","[037011]"
7336,"affecté","","","7230","1","5/14","BESANCON","Discipline : PSYCHIATRIE","","14","[016010]"
7337,"affecté","","","7231","1","46/73","AMIENS","Discipline : MÉDECINE générale","","73","[021011]"
7338,"affecté","absence","","7232","2","113/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
7339,"affecté","","","7233","1","85/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7340,"affecté","absence","CESP","7234","1","2/4","ANTILLES-GUYANE","Discipline : MÉDECINE générale","","4",""
7341,"affecté","","","7235","3","25/25","AIX MARSEILLE","Discipline : PSYCHIATRIE","","25","[034010]"
7342,"affecté","absence","","7236","1","12/20","POITIERS","Discipline : PSYCHIATRIE","","20","[031010]"
7343,"affecté","absence","","7237","1","48/100","DIJON","Discipline : MÉDECINE générale","","100","[017011]"
7344,"affecté","","","7238","1","396/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7345,"affecté","","","7239","1","59/93","TOURS","Discipline : MÉDECINE générale","","93","[033011]"
7346,"affecté","","","7240","1","58/63","ANTILLES-GUYANE","Discipline : MÉDECINE générale","","63","[041011]"
7347,"affecté","","","7241","1","2/2","OCEAN INDIEN","Discipline : BIOLOGIE médicale","","2","[042003]"
7348,"affecté","","","7242","1","86/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7349,"affecté","","","7243","1","59/63","ANTILLES-GUYANE","Discipline : MÉDECINE générale","","63","[041011]"
7350,"affecté","","","7244","1","152/157","TOULOUSE","Discipline : MÉDECINE générale","","157","[040011]"
7351,"affecté","absence","","7245","1","82/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7352,"affecté","","","7246","1","13/18","NANCY","Discipline : PSYCHIATRIE","","18","[018010]"
7353,"affecté","","","7247","1","153/157","TOULOUSE","Discipline : MÉDECINE générale","","157","[040011]"
7354,"affecté","","","7248","1","83/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7356,"affecté","","","7250","1","397/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7357,"affecté","absence","CESP","7251","1","5/5","MONTPELLIER","Discipline : MÉDECINE générale","","5",""
7358,"affecté","","","7252","1","60/93","TOURS","Discipline : MÉDECINE générale","","93","[033011]"
7359,"affecté","absence","","7253","3","2/13","AMIENS","Discipline : PSYCHIATRIE","","13","[021010]"
7360,"affecté","","","7254","1","7/11","ANGERS","Discipline : PSYCHIATRIE","","11","[028010]"
7361,"affecté","absence","","7255","1","47/73","AMIENS","Discipline : MÉDECINE générale","","73","[021011]"
7362,"affecté","","","7256","1","114/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
7363,"ESSA","","","7257","","","","pas de procédure CELINE car Etudiant du Service de Santé des Armées","","",""
7364,"affecté","","","7258","1","398/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7365,"affecté","","","7259","1","146/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7366,"affecté","absence","","7260","1","399/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7367,"affecté","","","7261","1","84/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7368,"affecté","","","7262","1","115/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
7369,"affecté","","","7263","1","30/54","LIMOGES","Discipline : MÉDECINE générale","","54","[039011]"
7370,"affecté","","","7264","1","13/20","POITIERS","Discipline : PSYCHIATRIE","","20","[031010]"
7371,"affecté","absence","","7265","1","85/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7372,"affecté","absence","","5837","1","86/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7373,"affecté","","","7266","1","60/63","ANTILLES-GUYANE","Discipline : MÉDECINE générale","","63","[041011]"
7374,"affecté","","","7267","1","400/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7375,"affecté","","","7268","1","87/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7376,"affecté","","","5868","1","62/85","NICE","Discipline : MÉDECINE générale","","85","[036011]"
7377,"affecté","","","7269","1","63/85","NICE","Discipline : MÉDECINE générale","","85","[036011]"
7378,"affecté","","","7270","1","69/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
7379,"affecté","","","7271","1","31/54","LIMOGES","Discipline : MÉDECINE générale","","54","[039011]"
7380,"affecté","","","7272","1","14/27","ILE DE FRANCE","Discipline : MÉDECINE du Travail","","27","[015006]"
7381,"affecté","","","7273","1","64/85","NICE","Discipline : MÉDECINE générale","","85","[036011]"
7382,"invalidé","","","7274","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7383,"ESSA","","","7275","","","","pas de procédure CELINE car Etudiant du Service de Santé des Armées","","",""
7384,"affecté","","","7276","1","199/240","LILLE","Discipline : MÉDECINE générale","","240","[023011]"
7385,"affecté","","","7277","1","65/85","NICE","Discipline : MÉDECINE générale","","85","[036011]"
7386,"affecté","","","7278","1","63/79","BESANCON","Discipline : MÉDECINE générale","","79","[016011]"
7387,"affecté","","","7279","1","63/104","ROUEN","Discipline : MÉDECINE générale","","104","[024011]"
7388,"affecté","","","7280","1","147/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7389,"affecté","","","7281","1","3/5","STRASBOURG","Discipline : MÉDECINE du Travail","","5","[020006]"
7390,"affecté","","","7282","1","6/14","BESANCON","Discipline : PSYCHIATRIE","","14","[016010]"
7391,"affecté","","","7283","1","4/10","RENNES","Discipline : MÉDECINE du Travail","","10","[032006]"
7392,"affecté","","","7284","1","48/95","REIMS","Discipline : MÉDECINE générale","","95","[019011]"
7393,"affecté","","","7285","1","148/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7394,"affecté","","","7286","1","3/7","ANTILLES-GUYANE","Discipline : PSYCHIATRIE","","7","[041010]"
7395,"affecté","","","7287","1","53/94","CAEN","Discipline : MÉDECINE générale","","94","[022011]"
7396,"ESSA","","","7288","","","","pas de procédure CELINE car Etudiant du Service de Santé des Armées","","",""
7397,"affecté","","","7289","1","401/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7398,"affecté","","","7290","1","61/63","ANTILLES-GUYANE","Discipline : MÉDECINE générale","","63","[041011]"
7399,"affecté","","","7291","1","194/199","BORDEAUX","Discipline : MÉDECINE générale","","199","[037011]"
7400,"affecté","","CESP","7292","1","1/2","NICE","Discipline : MÉDECINE générale","","2",""
7401,"affecté","","","7293","1","48/73","AMIENS","Discipline : MÉDECINE générale","","73","[021011]"
7402,"affecté","","","7294","1","402/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7403,"affecté","","","7295","1","403/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7404,"affecté","","","7296","1","404/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7405,"affecté","absence","","7297","2","7/18","CLERMONT-FERRAND","Discipline : PSYCHIATRIE","","18","[038010]"
7406,"affecté","absence","","7298","2","3/13","AMIENS","Discipline : PSYCHIATRIE","","13","[021010]"
7407,"affecté","absence","","7299","2","1/4","AMIENS","Discipline : SANTÉ PUBLIQUE","","4","[021007]"
7408,"affecté","","","7300","5","405/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7409,"affecté","","","7301","1","3/6","AIX MARSEILLE","Discipline : MÉDECINE du Travail","","6","[034006]"
7410,"affecté","","","7302","1","195/199","BORDEAUX","Discipline : MÉDECINE générale","","199","[037011]"
7411,"affecté","","","7303","1","54/94","CAEN","Discipline : MÉDECINE générale","","94","[022011]"
7412,"affecté","","","7304","1","116/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
7413,"affecté","","","7305","1","32/54","LIMOGES","Discipline : MÉDECINE générale","","54","[039011]"
7414,"affecté","absence","","7306","1","406/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7415,"affecté","","","7307","1","55/94","CAEN","Discipline : MÉDECINE générale","","94","[022011]"
7416,"affecté","","","7249","1","56/94","CAEN","Discipline : MÉDECINE générale","","94","[022011]"
7417,"affecté","","","7308","1","49/73","AMIENS","Discipline : MÉDECINE générale","","73","[021011]"
7418,"affecté","","","7309","1","407/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7419,"affecté","","","7310","58","408/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7420,"affecté","","","7311","2","88/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7421,"invalidé","","","7312","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7422,"affecté","","","7313","1","89/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7423,"affecté","","","7314","1","154/157","TOULOUSE","Discipline : MÉDECINE générale","","157","[040011]"
7424,"affecté","","","7315","1","117/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
7425,"affecté","","","7316","1","12/13","STRASBOURG","Discipline : PSYCHIATRIE","","13","[020010]"
7426,"affecté","","","7317","1","409/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7427,"affecté","absence","","7318","1","90/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7428,"affecté","","","7319","1","91/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7429,"affecté","","","7320","1","62/63","ANTILLES-GUYANE","Discipline : MÉDECINE générale","","63","[041011]"
7430,"affecté","","","7321","1","92/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7431,"affecté","","","7322","1","87/126","NANCY","Discipline : MÉDECINE générale","","126","[018011]"
7432,"affecté","","","7323","1","149/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7433,"affecté","","","7324","1","118/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
7434,"affecté","absence","","7325","1","119/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
7435,"affecté","","","7326","1","150/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7436,"affecté","","","7327","1","57/86","CLERMONT-FERRAND","Discipline : MÉDECINE générale","","86","[038011]"
7437,"affecté","","","7328","1","410/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7438,"affecté","","","7329","1","57/94","CAEN","Discipline : MÉDECINE générale","","94","[022011]"
7439,"affecté","","","7330","1","49/95","REIMS","Discipline : MÉDECINE générale","","95","[019011]"
7440,"invalidé","","","7331","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7441,"invalidé","","","7332","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7442,"affecté","","","7333","1","33/54","LIMOGES","Discipline : MÉDECINE générale","","54","[039011]"
7443,"affecté","","","7334","1","3/3","BESANCON","Discipline : BIOLOGIE médicale","","3","[016003]"
7444,"affecté","","","7335","1","63/63","ANTILLES-GUYANE","Discipline : MÉDECINE générale","","63","[041011]"
7445,"affecté","","","7336","1","196/199","BORDEAUX","Discipline : MÉDECINE générale","","199","[037011]"
7446,"affecté","","","7337","1","66/85","NICE","Discipline : MÉDECINE générale","","85","[036011]"
7447,"affecté","","","7338","1","8/20","ROUEN","Discipline : PSYCHIATRIE","","20","[024010]"
7448,"affecté","","","7339","1","64/104","ROUEN","Discipline : MÉDECINE générale","","104","[024011]"
7449,"affecté","","","7340","1","197/199","BORDEAUX","Discipline : MÉDECINE générale","","199","[037011]"
7450,"affecté","","","7341","1","5/7","LYON","Discipline : MÉDECINE du Travail","","7","[026006]"
7451,"affecté","","","7342","1","151/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7452,"affecté","","","7343","1","67/94","BREST","Discipline : MÉDECINE générale","","94","[029011]"
7453,"affecté","","","7344","2","70/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
7454,"affecté","","","7345","1","68/94","BREST","Discipline : MÉDECINE générale","","94","[029011]"
7455,"affecté","","","7346","2","87/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7456,"affecté","","","7347","1","58/86","CLERMONT-FERRAND","Discipline : MÉDECINE générale","","86","[038011]"
7457,"affecté","","","7348","2","67/85","NICE","Discipline : MÉDECINE générale","","85","[036011]"
7458,"invalidé","","","7349","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7459,"affecté","","","7350","1","152/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7460,"affecté","","","7351","1","58/94","CAEN","Discipline : MÉDECINE générale","","94","[022011]"
7461,"affecté","","","7352","1","9/20","ROUEN","Discipline : PSYCHIATRIE","","20","[024010]"
7462,"affecté","","","7353","1","153/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7463,"affecté","absence","","7354","1","71/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
7464,"affecté","","","7355","1","155/157","TOULOUSE","Discipline : MÉDECINE générale","","157","[040011]"
7465,"affecté","","","7356","1","49/100","DIJON","Discipline : MÉDECINE générale","","100","[017011]"
7466,"affecté","","CESP","7357","1","1/4","NANCY","Discipline : MÉDECINE générale","","4",""
7467,"affecté","","","7358","1","198/199","BORDEAUX","Discipline : MÉDECINE générale","","199","[037011]"
7468,"affecté","","","7359","1","4/5","AIX MARSEILLE","Discipline : BIOLOGIE médicale","","5","[034003]"
7469,"affecté","","","7360","1","411/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7470,"ESSA","","","7361","","","","pas de procédure CELINE car Etudiant du Service de Santé des Armées","","",""
7471,"affecté","","","7362","1","72/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
7472,"affecté","","","7363","1","93/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7473,"affecté","","","7364","1","64/79","BESANCON","Discipline : MÉDECINE générale","","79","[016011]"
7474,"affecté","","","7365","2","154/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7475,"affecté","","","7366","1","412/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7476,"affecté","","","7367","1","59/86","CLERMONT-FERRAND","Discipline : MÉDECINE générale","","86","[038011]"
7477,"affecté","absence","","7368","1","59/94","CAEN","Discipline : MÉDECINE générale","","94","[022011]"
7478,"affecté","","","7369","1","5/10","RENNES","Discipline : MÉDECINE du Travail","","10","[032006]"
7479,"affecté","","","7370","1","34/54","LIMOGES","Discipline : MÉDECINE générale","","54","[039011]"
7480,"affecté","","","7371","2","4/6","AIX MARSEILLE","Discipline : MÉDECINE du Travail","","6","[034006]"
7481,"affecté","","","7372","1","88/126","NANCY","Discipline : MÉDECINE générale","","126","[018011]"
7482,"affecté","","","7373","1","413/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7483,"invalidé","","","7374","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7484,"affecté","","","7375","29","414/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7485,"affecté","","","7376","1","156/157","TOULOUSE","Discipline : MÉDECINE générale","","157","[040011]"
7486,"affecté","","","7377","1","4/5","ANGERS","Discipline : BIOLOGIE médicale","","5","[028003]"
7487,"affecté","absence","","7378","1","2/3","AMIENS","Discipline : BIOLOGIE médicale","","3","[021003]"
7488,"affecté","","","7379","1","94/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7489,"affecté","absence","","7380","1","14/20","POITIERS","Discipline : PSYCHIATRIE","","20","[031010]"
7490,"affecté","","","7381","1","157/157","TOULOUSE","Discipline : MÉDECINE générale","","157","[040011]"
7491,"invalidé","","","7382","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7492,"affecté","","","7383","8","61/93","TOURS","Discipline : MÉDECINE générale","","93","[033011]"
7493,"affecté","","","7384","1","5/6","AIX MARSEILLE","Discipline : MÉDECINE du Travail","","6","[034006]"
7494,"affecté","","","7385","1","50/100","DIJON","Discipline : MÉDECINE générale","","100","[017011]"
7495,"affecté","","","7386","1","8/11","ANGERS","Discipline : PSYCHIATRIE","","11","[028010]"
7496,"affecté","","","7387","1","69/94","BREST","Discipline : MÉDECINE générale","","94","[029011]"
7497,"affecté","","","7388","1","415/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7498,"invalidé","","","7389","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7499,"affecté","","","7390","1","200/240","LILLE","Discipline : MÉDECINE générale","","240","[023011]"
7500,"affecté","","","7391","1","88/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7501,"affecté","","","7392","2","5/8","TOULOUSE","Discipline : MÉDECINE du Travail","","8","[040006]"
7502,"affecté","","","7393","1","155/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7503,"affecté","absence","","7394","1","35/54","LIMOGES","Discipline : MÉDECINE générale","","54","[039011]"
7504,"affecté","","","7395","1","89/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7505,"affecté","absence","","7396","1","416/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7506,"affecté","","","7397","1","156/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7507,"affecté","","","7398","12","2/11","POITIERS","Discipline : MÉDECINE du Travail","","11","[031006]"
7508,"affecté","absence","","7399","1","73/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
7509,"affecté","","","7400","1","157/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7510,"affecté","","","7401","1","89/126","NANCY","Discipline : MÉDECINE générale","","126","[018011]"
7511,"affecté","","","7402","1","90/126","NANCY","Discipline : MÉDECINE générale","","126","[018011]"
7512,"affecté","","","7403","1","68/85","NICE","Discipline : MÉDECINE générale","","85","[036011]"
7513,"affecté","","","7404","1","50/73","AMIENS","Discipline : MÉDECINE générale","","73","[021011]"
7514,"affecté","","","7405","1","90/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7515,"invalidé","","","7406","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7516,"affecté","","","7407","1","95/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7517,"ESSA","","","7408","","","","pas de procédure CELINE car Etudiant du Service de Santé des Armées","","",""
7518,"affecté","","","7409","1","3/3","MONTPELLIER","Discipline : BIOLOGIE médicale","","3","[035003]"
7519,"affecté","absence","","7410","1","91/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7520,"affecté","","","7411","1","36/54","LIMOGES","Discipline : MÉDECINE générale","","54","[039011]"
7521,"affecté","","","7412","1","199/199","BORDEAUX","Discipline : MÉDECINE générale","","199","[037011]"
7522,"affecté","","","7413","1","65/104","ROUEN","Discipline : MÉDECINE générale","","104","[024011]"
7523,"affecté","","","7414","1","70/94","BREST","Discipline : MÉDECINE générale","","94","[029011]"
7524,"affecté","","","7415","1","417/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7525,"affecté","","","7416","1","418/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7526,"affecté","","","7417","1","69/85","NICE","Discipline : MÉDECINE générale","","85","[036011]"
7527,"affecté","","","7418","1","419/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7528,"affecté","","CESP","7419","1","2/4","NANCY","Discipline : MÉDECINE générale","","4",""
7529,"affecté","","","7420","1","420/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7530,"affecté","","","7421","1","421/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7531,"affecté","","","7422","1","51/100","DIJON","Discipline : MÉDECINE générale","","100","[017011]"
7532,"affecté","","","7423","1","65/79","BESANCON","Discipline : MÉDECINE générale","","79","[016011]"
7533,"affecté","","","7424","1","51/73","AMIENS","Discipline : MÉDECINE générale","","73","[021011]"
7534,"affecté","","","7425","1","6/8","TOULOUSE","Discipline : BIOLOGIE médicale","","8","[040003]"
