;Etat;Absence;CESP;Etudiant;Voeu;Rang;Subdivision;Discipline;Désir (non officiel);Offre;SubDis;;
6656;invalidé;;;6613;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
6657;simulé;;;6614;1;;LIMOGES;Discipline : MÉDECINE générale;;54;[039011];;
6658;simulé;;;6615;2;;LIMOGES;Discipline : MÉDECINE générale;;54;[039011];;
6659;simulé;;;6616;1;;NANCY;Discipline : MÉDECINE générale;;126;[018011];;
6660;simulé;;;6617;1;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
6661;rien;;CESP;6618;;;;car aucun vœu;;;;;
6662;simulé;;;6619;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
6663;simulé;;;6620;1;;BORDEAUX;Discipline : BIOLOGIE médicale;;9;[037003];;
6664;simulé;;;6621;1;;TOULOUSE;Discipline : MÉDECINE du Travail;;8;[040006];;
6665;simulé;;;6622;2;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
6666;simulé;;;6623;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
6667;simulé;;;6624;1;;LIMOGES;Discipline : MÉDECINE générale;;54;[039011];;
6668;simulé;;;6625;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
6669;rien;;;6626;;;;car aucun vœu;;;;;
6670;simulé;;;6627;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
6671;simulé;;;6628;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
6672;simulé;;;6629;2;;NICE;Discipline : MÉDECINE générale;;85;[036011];;
6673;simulé;;;6630;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6674;simulé;;;6631;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6675;simulé;;;6632;2;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
6676;ESSA;;;6633;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
6677;simulé;;;6634;28;;ANTILLES-GUYANE;Discipline : MÉDECINE générale;;63;[041011];;
6678;rien;;;6635;;;;car aucun vœu;;;;;
6679;simulé;;;6636;1;;TOURS;Discipline : MÉDECINE générale;;93;[033011];;
6680;simulé;;;6637;2;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
6681;simulé;;;6638;1;;REIMS;Discipline : MÉDECINE générale;;95;[019011];;
6682;ESSA;;;6639;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
6683;simulé;;;6640;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
6684;rien;;;6641;;;;car aucun vœu;;;;;
6685;simulé;;;6642;1;;ROUEN;Discipline : PSYCHIATRIE;;20;[024010];;
6686;simulé;;;6643;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
6687;simulé;;;6644;1;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
6688;simulé;;;6645;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6689;simulé;;;6646;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
6690;ESSA;;;6647;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
6691;simulé;;;6648;2;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6692;simulé;;;6649;4;;CLERMONT-FERRAND;Spécialité médicale : Médecine physique et de réadaptation;;3;[038021];;
6693;simulé;;;6650;1;;BESANCON;Discipline : PSYCHIATRIE;;14;[016010];;
6694;simulé;;;6651;1;;ILE DE FRANCE;Discipline : BIOLOGIE médicale;;17;[015003];;
6695;invalidé;;;6652;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
6696;simulé;;;6653;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6697;simulé;;;6654;1;;ANTILLES-GUYANE;Discipline : MÉDECINE générale;;63;[041011];;
6698;rien;;;6655;;;;car aucun vœu;;;;;
6699;simulé;;;6656;1;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
6700;invalidé;;;6657;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
6701;simulé;;;6658;2;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
6702;simulé;;;6659;1;;CAEN;Discipline : MÉDECINE générale;;94;[022011];;
6703;simulé;;;6660;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6704;simulé;;;6661;16;;BESANCON;Spécialité médicale : Médecine physique et de réadaptation;;3;[016021];;
6705;simulé;;;6662;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6706;simulé;;;6663;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
6707;simulé;;;6664;1;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
6708;rien;;;6665;;;;car aucun vœu;;;;;
6709;simulé;;;6666;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
6710;simulé;;;6667;1;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
6711;simulé;;;6668;1;;TOURS;Discipline : MÉDECINE générale;;93;[033011];;
6712;simulé;;;6669;1;;BESANCON;Discipline : PSYCHIATRIE;;14;[016010];;
6713;simulé;;;6670;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
6714;simulé;;;6671;2;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6715;simulé;;;6672;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
6716;simulé;;;6673;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
6717;simulé;;;6674;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6718;simulé;;;6675;1;;AMIENS;Discipline : MÉDECINE générale;;73;[021011];;
6719;simulé;;;6676;1;;TOURS;Discipline : PSYCHIATRIE;;11;[033010];;
6720;ESSA;;;6677;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
6721;simulé;;;6678;2;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
6722;simulé;;;6679;4;;ANTILLES-GUYANE;Discipline : SANTÉ PUBLIQUE;;1;[041007];;
6723;simulé;;;6680;1;;AMIENS;Discipline : MÉDECINE générale;;73;[021011];;
6724;simulé;;;6681;2;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
6725;simulé;;;6682;1;;ANGERS;Discipline : PSYCHIATRIE;;11;[028010];;
6726;ESSA;;;6683;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
6727;simulé;;;6684;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
6728;rien;;;6685;;;;car aucun vœu;;;;;
6729;simulé;;;6686;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
6730;simulé;;;6687;1;;NANCY;Discipline : MÉDECINE générale;;126;[018011];;
6731;simulé;;;6688;1;;LILLE;Discipline : MÉDECINE du Travail;;15;[023006];;
6732;simulé;;;6689;1;;OCEAN INDIEN;Discipline : MÉDECINE générale;;51;[042011];;
6733;simulé;;;6690;1;;LIMOGES;Discipline : MÉDECINE générale;;54;[039011];;
6734;simulé;;;6691;1;;ROUEN;Discipline : MÉDECINE générale;;104;[024011];;
6735;simulé;;;6692;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
6736;simulé;;;6693;1;;OCEAN INDIEN;Discipline : PSYCHIATRIE;;5;[042010];;
6737;simulé;;;6694;1;;CAEN;Discipline : MÉDECINE générale;;94;[022011];;
6738;simulé;;;6695;2;;CAEN;Spécialité médicale : Médecine physique et de réadaptation;;4;[022021];;
6739;simulé;;;6696;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6740;simulé;;;6697;1;;POITIERS;Discipline : MÉDECINE générale;;124;[031011];;
6741;simulé;;;6698;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
6742;simulé;;;6699;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6743;simulé;;;6700;3;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6744;rien;;;6701;;;;malgré 8 vœux;;;;;
6745;rien;;;6702;;;;car aucun vœu;;;;;
6746;simulé;;;6703;1;;AMIENS;Discipline : MÉDECINE générale;;73;[021011];;
6747;simulé;;;6704;1;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
6748;invalidé;;;6705;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
6749;simulé;;;6706;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
6750;simulé;;CESP;6707;1;;CLERMONT-FERRAND;Spécialité médicale : Cardiologie et maladies vasculaires;;1;;;
6751;simulé;;;6708;1;;CAEN;Discipline : MÉDECINE générale;;94;[022011];;
6752;simulé;;;6709;1;;ILE DE FRANCE;Discipline : SANTÉ PUBLIQUE;;16;[015007];;
6753;simulé;;;6710;3;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
6754;simulé;;;6711;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
6755;simulé;;;6712;1;;CLERMONT-FERRAND;Discipline : MÉDECINE générale;;86;[038011];;
6756;simulé;;;6713;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6757;simulé;;;6714;2;;LILLE;Discipline : PSYCHIATRIE;;40;[023010];;
6758;simulé;;;6715;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
6759;simulé;;;6716;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
6760;simulé;;;6717;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6761;simulé;;;6718;6;;ANTILLES-GUYANE;Discipline : MÉDECINE générale;;63;[041011];;
6762;simulé;;;6719;2;;TOURS;Discipline : MÉDECINE générale;;93;[033011];;
6763;simulé;;;6720;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
6764;simulé;;;6721;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
6765;simulé;;;6722;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
6766;simulé;;;6723;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6767;simulé;;;6724;1;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
6768;simulé;;;6725;1;;NICE;Discipline : MÉDECINE générale;;85;[036011];;
6769;simulé;;;6726;2;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
6770;simulé;;;6727;3;;SAINT ETIENNE;Discipline : BIOLOGIE médicale;;3;[027003];;
6771;simulé;;;6728;29;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
6772;simulé;;;6729;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
6773;simulé;;;6730;1;;TOURS;Discipline : MÉDECINE générale;;93;[033011];;
6774;rien;;;6731;;;;car aucun vœu;;;;;
6775;simulé;;;6732;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6776;simulé;;;6733;1;;LIMOGES;Discipline : MÉDECINE générale;;54;[039011];;
6777;rien;;;6734;;;;car aucun vœu;;;;;
6778;simulé;;;6735;1;;ROUEN;Discipline : MÉDECINE générale;;104;[024011];;
6779;simulé;;;6736;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
6780;simulé;;;6737;1;;CLERMONT-FERRAND;Spécialité médicale : Médecine physique et de réadaptation;;3;[038021];;
6781;simulé;;;6738;1;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
6782;simulé;;;6739;1;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
6783;simulé;;;6740;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
6784;simulé;;;6741;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
6785;simulé;;;6742;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
6786;simulé;;;6743;1;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
6787;simulé;;;6744;1;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
6788;simulé;;;6745;3;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
6789;simulé;;;6746;1;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
6790;simulé;;;6747;1;;NANTES;Discipline : BIOLOGIE médicale;;4;[030003];;
6791;simulé;;;6748;1;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
6792;simulé;;;6749;2;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6793;invalidé;;;6750;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
6794;simulé;;;6751;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6795;simulé;;;6752;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6796;simulé;;;6753;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6797;simulé;;;6754;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
6798;simulé;;;6755;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6799;rien;;;6756;;;;malgré 1 vœu;;;;;
6800;simulé;;;6757;1;;POITIERS;Discipline : MÉDECINE générale;;124;[031011];;
6801;simulé;;;6758;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
6802;simulé;;;6759;1;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
6803;simulé;;;6760;6;;POITIERS;Discipline : MÉDECINE générale;;124;[031011];;
6805;simulé;;;6762;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6806;simulé;;;6763;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
6807;simulé;;;6764;1;;ILE DE FRANCE;Discipline : MÉDECINE du Travail;;27;[015006];;
6808;simulé;;;6765;1;;LILLE;Discipline : PSYCHIATRIE;;40;[023010];;
6809;simulé;;;6766;1;;LIMOGES;Discipline : MÉDECINE générale;;54;[039011];;
6810;simulé;;;6767;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
6811;invalidé;;;6768;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
6812;simulé;;;6769;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
6813;simulé;;;6770;1;;OCEAN INDIEN;Discipline : MÉDECINE générale;;51;[042011];;
6814;simulé;;;6771;1;;ROUEN;Spécialité médicale : Médecine physique et de réadaptation;;5;[024021];;
6815;simulé;;;6772;4;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
6816;simulé;;;6773;1;;TOURS;Discipline : MÉDECINE générale;;93;[033011];;
6817;simulé;;;6774;5;;LIMOGES;Discipline : MÉDECINE générale;;54;[039011];;
6818;simulé;;;6775;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
6819;simulé;;;6776;1;;TOURS;Discipline : PSYCHIATRIE;;11;[033010];;
6820;simulé;;;6777;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
6821;simulé;;;6778;3;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
6822;simulé;;;6779;1;;BREST;Discipline : PSYCHIATRIE;;14;[029010];;
6823;simulé;;;6780;1;;AMIENS;Discipline : MÉDECINE générale;;73;[021011];;
6824;simulé;;;6781;2;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
6825;rien;;;6782;;;;car aucun vœu;;;;;
6826;invalidé;;;6783;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
6827;simulé;;;6784;1;;OCEAN INDIEN;Discipline : MÉDECINE générale;;51;[042011];;
6828;simulé;;;6785;1;;AIX MARSEILLE;Discipline : MÉDECINE du Travail;;6;[034006];;
6829;simulé;;;6786;1;;POITIERS;Discipline : MÉDECINE générale;;124;[031011];;
6830;simulé;;;6787;1;;ANTILLES-GUYANE;Discipline : MÉDECINE générale;;63;[041011];;
6831;simulé;;;6788;1;;AMIENS;Discipline : MÉDECINE générale;;73;[021011];;
6832;simulé;;;6789;2;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
6833;simulé;;;6790;1;;ROUEN;Discipline : MÉDECINE générale;;104;[024011];;
6834;simulé;;;6791;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6835;simulé;;;6792;1;;NANTES;Discipline : SANTÉ PUBLIQUE;;3;[030007];;
6836;rien;;;6793;;;;car aucun vœu;;;;;
6837;simulé;;;6794;1;;OCEAN INDIEN;Discipline : MÉDECINE générale;;51;[042011];;
6838;simulé;;;6795;12;;BREST;Spécialité médicale : Génétique médicale;;1;[029017];;
6839;simulé;;;6796;1;;TOULOUSE;Discipline : MÉDECINE du Travail;;8;[040006];;
6840;simulé;;;6797;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6841;invalidé;;;6798;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
6842;simulé;;;6799;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
6843;simulé;;;6800;1;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
6844;simulé;;;6801;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6845;simulé;;;6802;3;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
6846;simulé;;;6803;2;;REIMS;Discipline : MÉDECINE générale;;95;[019011];;
6847;invalidé;;;6804;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
6848;simulé;;;6805;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
6849;simulé;;;6806;18;;NANCY;Discipline : MÉDECINE générale;;126;[018011];;
6850;simulé;;;6807;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6851;invalidé;;;6808;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
6852;simulé;;;6809;1;;POITIERS;Discipline : MÉDECINE générale;;124;[031011];;
6853;simulé;;;6810;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
6854;simulé;;;6811;1;;TOURS;Discipline : MÉDECINE générale;;93;[033011];;
6855;simulé;absence;;6812;1;;BREST;Discipline : PSYCHIATRIE;;14;[029010];;
6856;simulé;;;6813;1;;REIMS;Discipline : MÉDECINE générale;;95;[019011];;
6857;simulé;;;6814;2;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
6858;rien;;;6815;;;;car aucun vœu;;;;;
6859;simulé;;;6816;1;;LILLE;Discipline : PSYCHIATRIE;;40;[023010];;
6860;simulé;;;6817;2;;NICE;Discipline : MÉDECINE générale;;85;[036011];;
6861;simulé;;;6818;1;;ANTILLES-GUYANE;Discipline : MÉDECINE générale;;63;[041011];;
6862;simulé;;;6819;1;;NICE;Discipline : MÉDECINE générale;;85;[036011];;
6863;simulé;;;6820;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
6864;simulé;;;6821;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6865;rien;;;6822;;;;car aucun vœu;;;;;
6866;simulé;;;6823;19;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
6867;simulé;;;6824;2;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6868;simulé;;;6825;1;;REIMS;Spécialité médicale : Médecine physique et de réadaptation;;2;[019021];;
6869;invalidé;;;6826;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
6870;simulé;;;6827;1;;TOULOUSE;Discipline : PSYCHIATRIE;;24;[040010];;
6871;rien;;;6828;;;;car aucun vœu;;;;;
6872;simulé;;;6829;1;;POITIERS;Discipline : PSYCHIATRIE;;20;[031010];;
6873;simulé;;;6830;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
6874;simulé;;;6831;1;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
6875;simulé;;;6832;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
6876;simulé;;;6833;1;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
6877;simulé;;;6834;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
6878;simulé;;;6835;1;;CLERMONT-FERRAND;Discipline : MÉDECINE générale;;86;[038011];;
6879;simulé;;;6836;1;;NANCY;Discipline : MÉDECINE générale;;126;[018011];;
6880;simulé;;;6837;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
6881;simulé;;;6838;2;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
6882;simulé;;;6839;1;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
6883;simulé;;;6840;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6884;simulé;;;6841;1;;NANCY;Discipline : MÉDECINE générale;;126;[018011];;
6885;simulé;;;6842;8;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
6886;simulé;;;6843;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
6887;invalidé;;;6844;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
6888;simulé;;;6845;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6889;simulé;;;6846;1;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
6890;simulé;;;6847;1;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
6892;simulé;;;6849;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
6893;simulé;;;6850;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
6894;simulé;;;6851;2;;NANCY;Discipline : MÉDECINE générale;;126;[018011];;
6895;simulé;;;6852;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6896;simulé;;;6853;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6897;simulé;;;6854;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
6898;simulé;;;6855;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6899;simulé;;;6856;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
6900;rien;;;6857;;;;car aucun vœu;;;;;
6901;simulé;;;6858;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
6902;simulé;;;6859;1;;REIMS;Discipline : MÉDECINE générale;;95;[019011];;
6903;simulé;;;6860;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
6904;rien;;;6861;;;;car aucun vœu;;;;;
6905;simulé;;;6862;1;;NICE;Discipline : MÉDECINE générale;;85;[036011];;
6906;simulé;;;6863;51;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
6907;simulé;;;6864;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
6908;simulé;;;6865;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6909;simulé;;;6866;1;;ANTILLES-GUYANE;Discipline : MÉDECINE générale;;63;[041011];;
6910;simulé;;;6867;1;;LILLE;Discipline : PSYCHIATRIE;;40;[023010];;
6911;simulé;;;6868;1;;NICE;Discipline : MÉDECINE générale;;85;[036011];;
6912;simulé;;;6869;1;;REIMS;Discipline : MÉDECINE générale;;95;[019011];;
6913;simulé;;;6870;1;;REIMS;Discipline : MÉDECINE générale;;95;[019011];;
6914;simulé;;;6871;1;;ANTILLES-GUYANE;Discipline : MÉDECINE générale;;63;[041011];;
6915;rien;;;6872;;;;car aucun vœu;;;;;
6916;simulé;;;6873;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6917;simulé;;;6874;2;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
6918;simulé;;;6875;1;;REIMS;Discipline : MÉDECINE générale;;95;[019011];;
6919;simulé;;;6876;1;;CLERMONT-FERRAND;Discipline : MÉDECINE générale;;86;[038011];;
6920;invalidé;;;6877;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
6921;simulé;;;6878;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
6922;rien;;;6879;;;;car aucun vœu;;;;;
6923;simulé;;;6880;1;;BREST;Discipline : PSYCHIATRIE;;14;[029010];;
6924;simulé;;;6881;1;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
6925;simulé;;;6882;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6926;simulé;;;6883;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
6927;invalidé;;;6884;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
6928;ESSA;;;6885;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
6929;simulé;;;6886;1;;AMIENS;Discipline : MÉDECINE générale;;73;[021011];;
6930;invalidé;;;6887;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
6931;simulé;;;6888;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
6932;simulé;;;6889;3;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
6933;simulé;;;6890;1;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
6934;simulé;;;6891;2;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
6935;simulé;;;6892;1;;POITIERS;Discipline : PSYCHIATRIE;;20;[031010];;
6936;simulé;;;6893;4;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
6937;simulé;;;6894;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6938;simulé;;;6895;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6939;rien;;;6896;;;;car aucun vœu;;;;;
6940;simulé;;;6897;2;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6941;simulé;;;6898;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6942;simulé;;;6899;1;;AMIENS;Discipline : MÉDECINE générale;;73;[021011];;
6943;rien;;;6900;;;;car aucun vœu;;;;;
6944;simulé;;;6901;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
6945;simulé;;;6902;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
6946;simulé;;;6903;2;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
6947;ESSA;;;6904;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
6948;simulé;;;6905;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
6949;simulé;;;6906;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6950;simulé;;;6907;1;;POITIERS;Discipline : MÉDECINE générale;;124;[031011];;
6951;rien;;;6908;;;;car aucun vœu;;;;;
6952;invalidé;;;6909;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
6953;simulé;;;6910;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
6954;simulé;;;6911;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6955;rien;;;6912;;;;car aucun vœu;;;;;
6956;simulé;;;6913;2;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
6957;simulé;;;6914;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
6958;simulé;;;6915;1;;GRENOBLE;Discipline : PSYCHIATRIE;;11;[025010];;
6959;simulé;;;6916;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
6960;ESSA;;;6917;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
6961;simulé;;;6918;1;;LIMOGES;Discipline : MÉDECINE générale;;54;[039011];;
6962;simulé;;;6919;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6963;simulé;;;6920;1;;AIX MARSEILLE;Discipline : PSYCHIATRIE;;25;[034010];;
6964;simulé;;;6921;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
